,lemmes,pos
311,"['indisciplin', 'classique', 'français', 'face', '1', 'certain', 'nombre', 'précaution', 'élémentaire', 'prendre']","['ADJ', 'NOUN', 'ADJ', 'NOUN', 'NUM', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB']"
312,"['le', 'incertitude', 'façon', 'dont', 'se', 'en', 'remet', 'guéri', 'être', '-ce', 'changer', 'toujours', 'force', 'énergie']","['DET', 'NOUN', 'ADJ', 'PRON', 'PRON', 'PRON', 'NOUN', 'ADJ', 'AUX', 'PRON', 'VERB', 'ADV', 'NOUN', 'NOUN']"
313,"['information', 'mal', 'faire', 'angoisser', 'population', 'lieu', 'donner', 'cler', 'maitriser', 'situation']","['NOUN', 'ADV', 'VERB', 'VERB', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB', 'NOUN']"
314,"['retablissemer', 'économique']","['VERB', 'ADJ']"
315,"['pour', 'famille', 'enfant', 'surtout', 'petit', 'enfant', 'pour', 'un', 'maladie', 'long', 'permettre', 'préparer', 'le', 'issue', 'le', 'covid', '19', 'frappé', 'gravement', 'sembl', 'effet', 'rapides', 'faire']","['ADP', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'VERB', 'DET', 'NOUN', 'DET', 'NOUN', 'NUM', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADV', 'VERB']"
316,"['je', 'sortir', 'moment', 'de', 'inquiétude', 'majeur']","['PRON', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADJ']"
317,"['gestion', 'fin', 'confinemer', 'existance', 'traitement', 'un', 'information', 'sérieux']","['NOUN', 'X', 'VERB', 'AUX', 'NOUN', 'DET', 'NOUN', 'ADJ']"
318,"['le', 'absence', 'actuel', 'traitement', 'difficulter', 'procurer', 'masque', 'moyen', 'protection', 'le', 'échéance', 'lointaine', 'diffusion', 'de', 'un', 'vaccin', 'durée', 'indéterminé', 'confinemer']","['DET', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'ADJ', 'VERB']"
319,"['atteinte', 'proche', 'ainsi', 'le', 'immense', 'crise', 'social', 'financier', 'venir']","['NOUN', 'ADJ', 'ADV', 'DET', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB']"
320,"['hospitalisation', 'reer']","['NOUN', 'VERB']"
321,['mourir'],['VERB']
322,"['perte', 'liberter', 'contact', 'échange', '.peur', 'malade', 'entendre', 'certain', 'personne', 'rescaper', 'ete', 'tre', 'mal', 'longtemps']","['NOUN', 'VERB', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'VERB', 'DET', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADV']"
323,"['craindre', 'de', 'être', 'contaminer', 'contaminer', 'autre', 'particulièrement', 'mari', 'risque', 'peur', 'ce', 'maladie', 'enfant', 'petit', 'enfant', 'peur', 'plus', 'revoir', 'inquiétude', 'avenir', 'autant', 'santé', 'physique', 'psychique', 'conséquence', 'confinemer', 'conséquence', 'professionnel', 'étude', 'craindre', 'de', 'un', 'crise', 'sociétal', 'mondial', 'risquer', 'de', 'aggraver', 'inégalité', 'risque', 'guerre', 'craindre', 'triomphe', 'le', 'égoïsme', 'profit', 'solidarité', 'prétexte', 'le', 'urgence', 'faire', 'repartir', 'le', 'économie']","['ADJ', 'ADP', 'AUX', 'VERB', 'VERB', 'ADJ', 'ADV', 'NOUN', 'VERB', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'VERB', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADJ', 'X', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADP', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN']"
324,"['deconfinement', 'transport', 'commun', 'non', 'generalisation', 'tests']","['NOUN', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'VERB']"
325,"['gen', 'proche', 'souffrir', 'meurent']","['ADJ', 'ADJ', 'VERB', 'ADJ']"
326,"['ce', ""n'"", 'être', 'tant', 'corona', 'que', 'il', 'déclenche']","['PRON', 'ADV', 'AUX', 'ADV', 'ADJ', 'SCONJ', 'PRON', 'VERB']"
327,"['contagion', 'fils', 'handicapé', '.....', 'conséquence']","['NOUN', 'NOUN', 'ADJ', 'PUNCT', 'NOUN']"
328,"['beaucoup', 'plus', 'virus', 'lui-mêm', 'inquiet', 'le', 'impact', 'économique', ""qu'"", 'entraîn', 'protection', 'contre', 'virus', 'tueur', 'comme', 'toujours', 'conséquence', 'économique', 'toucher', 'de', 'abord', 'plus', 'pauvre', 'plus', 'fragile', 'je', 'inquiet', 'le', 'état', 'désastreux', 'monde', 'allon', 'laisser', 'génération', 'suivant', 'inégalité', 'profond', 'non', 'résolu', 'dette', 'abyssal', 'planèt', 'nature', 'martyriser', 'individualisme', 'forcéner', 'guerre', 'de', 'ego', 'ambition', 'effrenée', 'etc.', 'et', 'enfant', 'petit-enfant', 'payer', 'égoïsme', 'multiple']","['ADV', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'ADJ', 'PRON', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADP', 'ADV', 'NOUN', 'ADJ', 'VERB', 'ADP', 'ADV', 'ADV', 'ADJ', 'ADV', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'PROPN', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADP', 'VERB', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'CCONJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ']"
329,"['1', 'que', 'jeune', 'toucher', 'gravement', 'virus', '2', ""qu'"", 'il', ""n'"", 'avoir', 'plus', 'travail', '3', 'que', 'famille', 'amis', 'disparaître']","['PRON', 'SCONJ', 'ADJ', 'VERB', 'ADV', 'NOUN', 'NUM', 'PRON', 'PRON', 'ADV', 'AUX', 'ADV', 'NOUN', 'NUM', 'PRON', 'NOUN', 'VERB', 'VERB']"
330,"['risque', 'mort', 'fratrie', 'ami', 'proche', 'et', 'risque', 'et', 'crise', 'économique', 'suivre', 'chômage', 'aller', 'augmenter', 'proportion', 'incalculable', 'et', 'risque', 'politique', 'suivre', 'monter', 'populisme', 'europe']","['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'CCONJ', 'VERB', 'CCONJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'AUX', 'VERB', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'PROPN']"
331,"['de', 'un', 'part', 'je', 'avoir', 'remarquer', 'personne', 'âgé', 'région', 'plus', 'interpelée', 'police', 'autre', 'personne', 'toujours', 'agréable', '....', 'je', 'avoir', '74', 'an', 'sens', 'forme', 'période', 'sortir', 'prévoir', 'confinemer', 'trouve', 'mobilisation', 'restrictif', 'je', 'avoir', 'peur', 'tout', 'personne', 'âgé', 'mise', 'régime', 'tenir', 'compte', 'leur', 'possibilité']","['ADP', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'PUNCT', 'PRON', 'VERB', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NOUN', 'DET', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'DET', 'NOUN']"
332,"['plus', 'voir', 'petit', 'enfant']","['ADV', 'VERB', 'ADJ', 'NOUN']"
333,['nom'],['NOUN']
334,"['santé', 'crise', 'économique', 'chômage']","['NOUN', 'NOUN', 'ADJ', 'VERB']"
335,"['service', 'santé', 'déborder', 'pouvoir', 'absorber', 'le', 'afflux', 'nouveau', 'malades', 'cas', 'recrudescence', 'le', 'épidémie', 'tant', 'que', 'il', 'traitement', 'efficace', 'vaccin']","['NOUN', 'ADJ', 'VERB', 'VERB', 'VERB', 'DET', 'NOUN', 'ADJ', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADV', 'SCONJ', 'PRON', 'NOUN', 'ADJ', 'NOUN']"
336,"['le', 'perspective', 'venir', 'répercution', 'économique', 'social', 'mental', 'émotionnel']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'X', 'ADJ']"
337,"['le', 'avenir', 'enfant', 'cause', 'crise', 'économique', 'avoir', 'venir']","['DET', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'AUX', 'VERB']"
338,"['difficulté', 'relation', 'social', 'raison', 'confinemer', 'heureusement', 'avoir', 'réseau', 'social', 'atténuer', 'ce', 'difficulté']","['NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADV', 'AUX', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN']"
339,"['mon', 'inquiétude', 'celui', 'monde', 'attraper', 'virus', 'tiers']","['DET', 'NOUN', 'PRON', 'X', 'VERB', 'NOUN', 'ADJ']"
340,"['complication', 'conjoindre']","['NOUN', 'VERB']"
341,"['surtout', 'inquiétuder', 'devenir', 'société', 'ce', 'virus', 'mettre', 'exergue', 'plus', 'que', 'avant', 'inégalité', 'il', 'risque', 'révolte', 'délitement', 'société', '....']","['ADV', 'VERB', 'VERB', 'NOUN', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADV', 'SCONJ', 'ADP', 'NOUN', 'PRON', 'VERB', 'ADJ', 'ADV', 'NOUN', 'PUNCT']"
342,"['de', 'assez', 'vigilant', 'mesure', 'barriére']","['ADP', 'ADV', 'ADJ', 'NOUN', 'ADJ']"
343,['aucun'],['DET']
344,"['pour', ""aujourd'hui"", ""n'"", 'en', 'beaucoup', 'changer', 'temps', 'venir', 'il', 'avoir', 'beaucoup', 'malades', 'voir', 'attentive', 'aller', 'mais', 'proche', 'ami', 'mond', 'de', 'après']","['ADP', 'ADV', 'ADV', 'ADP', 'ADV', 'VERB', 'NOUN', 'VERB', 'PRON', 'VERB', 'ADV', 'ADV', 'VERB', 'NOUN', 'VERB', 'CCONJ', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'ADP']"
345,"['risque', 'se', 'infecter', 'conséquence', 'grave', 'santé', 'risque', 'long', 'terme', 'voir', 'pouvoir', ""d'"", 'achat', 'décliner', 'craindre', 'perdre', 'êtres', 'cher', 'crainte', 'de', 'un', 'perturbation', 'politique', 'local', 'global']","['NOUN', 'PRON', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'ADJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ']"
346,"['virus', 'pouvoir', 'mortel']","['NOUN', 'VERB', 'ADJ']"
347,"['ne', 'plus', 'pouvoir', 'circuler']","['ADV', 'ADV', 'VERB', 'VERB']"
348,['sanitaire'],['NOUN']
349,"['pouvoir', 'approcher', 'proche', 'longtemps', 'famille', ""l'"", 'étranger', 'faire', 'projet', 'devant']","['VERB', 'VERB', 'ADJ', 'ADV', 'NOUN', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADP']"
350,"['avoir', 'titre', 'universel', 'redoute', 'conséquencer', 'le', 'économie', 'crain', 'également', 'dégradation', 'soins', 'venir', 'personnel', 'santé', 'remarquable', 'que', 'il', 'avoir', 'grand', 'besoin', 'reposer.a', 'titre', 'personnel', 'ce', 'être', 'perspectif', 'contracter', 'virus', 'peur.je', ""n'"", 'oublier', 'penser', 'déshérités', 'ressentir', 'duremer', 'ce', 'catastrophe']","['AUX', 'VERB', 'VERB', 'VERB', 'VERB', 'DET', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'VERB', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'AUX', 'ADJ', 'VERB', 'NOUN', 'PROPN', 'ADV', 'VERB', 'VERB', 'DET', 'VERB', 'VERB', 'DET', 'NOUN']"
351,"['propagation', 'le', 'épidémie', 'lors', 'déconfinemer']","['NOUN', 'DET', 'NOUN', 'ADV', 'VERB']"
352,"['conséquence', 'catastrophique', 'le', 'arrêt', 'de', 'le', 'économie', 'pour', '10', 'année', 'venir']","['NOUN', 'ADJ', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'NUM', 'NOUN', 'VERB']"
353,"['de', 'contaminer', 'mari', 'santé', 'fragile', 'je', 'attrape', 'virus']","['ADP', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'PRON', 'VERB', 'NOUN']"
354,"['peur', ""qu'"", 'on', 'trouve', 'vaccin', 'se', 'en', 'protéger', 'un', 'difficulté', 'économique', 'rencontrer', 'petit', 'entreprise', 'craindre', 'plan', 'écologi', 'fass', 'marche', 'arrière']","['NOUN', 'PRON', 'PRON', 'VERB', 'NOUN', 'PRON', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ']"
355,"['inquiétude', 'quant', 'persistance', 'danger', 'fil', 'temp']","['NOUN', 'ADV', 'NOUN', 'VERB', 'NOUN', 'ADJ']"
356,"['inquiétude', 'surtout', 'avenir', 'société', 'chômage', 'pauvreter', 'accroissement', 'inégalité', 'abandon', 'préoccupation', 'écologique']","['NOUN', 'ADV', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'X', 'ADJ', 'ADJ']"
357,"['le', 'avenir', 'enfant', 'petit', 'enfant', 'monde', 'beacoup', 'difficulter', 'retrouver', 'le', 'équilibre']","['DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'PROPN', 'X', 'VERB', 'VERB', 'DET', 'NOUN']"
358,"['je', 'avoue', 'sentir', 'concernéepa', 'non', 'plus', 'famill', 'ami', 'connaissance', '....', 'mais', 'pense', 'énorme', 'peine', 'confine', 'nombreux', 'enfant', 'moyen', 'numériquespour', 'faire', 'travailler', 'de', 'enorme', 'probleme', 'financier', 'de', 'avenir', 'demande', 'réaction', 'social', 'politique', 'uns', 'autre', '..', 'après', '....', 'attitude', 'moment']","['PRON', 'VERB', 'VERB', 'ADJ', 'ADV', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'CCONJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'X', 'AUX', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'DET', 'ADJ', 'PUNCT', 'ADP', 'PUNCT', 'NOUN', 'NOUN']"
359,"['le', 'difficulté', 'gérer', 'déclaration', 'nombreux', 'contradictoire', 'diffuser', 'tout', 'part', 'impossible', 'faire', 'idée', 'fiable', 'situation', 'surtout', 'avoir', 'impératifs', 'exemple', 'déménagemer', 'pouvoir', 'différer', 'longtemps', 'comment', 'opérer', 'cas', 'précis', '....']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'AUX', 'VERB', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADV', 'ADV', 'VERB', 'NOUN', 'ADJ', 'PUNCT']"
360,"['1-je', 'vouloir', 'contaminer', 'surtout', 'embêter', 'proche', 'monopoliser', 'lit', 'de', 'hôpital', 'plus', 'utile', 'plus', 'jeune', '2-je', 'pense', 'jeune', 'beaucoup', 'plus', 'pers', 'âgé', 'touché', 'virus', 'problème', 'scolarité', 'de', 'examen', 'de', 'orientation', 'recherche', 'de', 'emploi', 'chômage', '3-sur', 'plan', 'mondial', 'redoute', 'catastrophe', 'humanitaire', '4-et', 'redoute', 'révolte', 'soulèvement']","['PRON', 'VERB', 'VERB', 'ADV', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADV', 'ADV', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NUM', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'NUM', 'VERB', 'ADJ', 'ADJ']"
361,"['83', 'an', 'forme', 'olympique', 'grand', 'randonneur', 'coureur', 'soir', 'actuellement', 'éviter', 'rencontrer', 'personne', 'veuf', 'seul', 'centre', 'pari', 'et', 'veux', 'fille', 'marier', '2enfant', 'prennent', 'risque', 'venir', 'voir', 'saint', 'maur', 'avoir', 'proposer', 'donc', 'contaminé', 'seul']","['NUM', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'VERB', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PROPN', 'CCONJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'AUX', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADJ', 'AUX', 'VERB', 'ADV', 'NOUN', 'ADJ']"
362,"['de', 'être', 'contaminer', 'moi', '-', 'même', 'tomber', 'gravement', 'malade', 'de', 'être', 'contaminer', 'savoir', 'transmettre', 'virus', 'de', 'autre']","['ADP', 'AUX', 'VERB', 'PRON', 'PUNCT', 'ADV', 'VERB', 'ADV', 'ADJ', 'ADP', 'AUX', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADP', 'ADJ']"
363,"['mon', 'interrogation', 'concerner', 'conséquence', 'corona', 'sauron', 'tirer', 'leçon', 'permettre', 'enfant', 'petit', 'enfant', 'vivre', 'environnement', 'serein', 'porteur', 'climat', 'apaiser', 'économie', 'solidaire', 'convivialité', 'heureux', '..']","['DET', 'NOUN', 'X', 'NOUN', 'ADV', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PUNCT']"
364,"['notre', 'fragilité', 'vulnérabiliter', 'surtout', 'cause', 'maladie', 'existant']","['DET', 'NOUN', 'VERB', 'ADV', 'NOUN', 'NOUN', 'ADJ']"
365,"['contraction', 'maladie', 'économie', 'recul', 'sévère']","['NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ']"
366,"['que', 'épouse', 'moi', '-', 'même', 'victime']","['SCONJ', 'NOUN', 'PRON', 'PUNCT', 'ADV', 'NOUN']"
367,"['pouvoir', 'de', 'abandonner', 'tôt', 'fils', 'unique', 'célibataire', 'seul', 'confiné', 'appart', 'avoir', 'sevre', 'pouvoir', 'retrouver', 'seul', 'mari', 'prendre', 'maladie', 'arriver', 'autrement', 'ce', 'maladie', 'le', 'impression', 'ce', 'être', 'prématurer']","['VERB', 'ADP', 'VERB', 'ADV', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'AUX', 'ADJ', 'VERB', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADV', 'DET', 'NOUN', 'DET', 'NOUN', 'PRON', 'AUX', 'VERB']"
368,"['davantage', 'le', 'inquiétude', 'proprement', 'sanitaire', 'inquiétude', 'social', ""'"", 'crise', 'avoir', 'révéler', 'classiquement', 'beal', 'comportement', 'sociabiliter', 'de', 'ignoble', 'comportement', 'typ', ""'"", 'collabos', 'par', 'ailleurs', 'question', 'économique', 'essentiel', 'discours', 'tendre', 'prévaloir', 'notamment', 'patronat', 'savoir', 'vite', 'vite', 'reprendre', 'croissance', ""n'"", 'importe', 'aboutira', 'situation', 'pire', 'celui', 'de', 'avant']","['VERB', 'DET', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'AUX', 'VERB', 'ADV', 'ADJ', 'NOUN', 'VERB', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'PUNCT', 'VERB', 'ADP', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'NOUN', 'VERB', 'ADV', 'ADV', 'VERB', 'NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'ADP', 'ADP']"
369,"['peur', 'maladie', 'enfant', 'peur', 'le', 'après', 'famille', 'difficulter', 'voir', 'leur', 'revenu', 'diminué', 'difficulté', 'vie', 'quotidienne']","['NOUN', 'NOUN', 'ADJ', 'NOUN', 'DET', 'ADP', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB']"
370,"['combien', 'temps', 'déconfinemer', 'faire', 'tester']","['ADV', 'NOUN', 'VERB', 'AUX', 'VERB']"
371,"['maladie', 'recul', 'économique', 'sévère']","['NOUN', 'VERB', 'ADJ', 'ADJ']"
372,"['on', 'maîtrise', 'rien', 'frapp', 'quasiment', 'hasard']","['PRON', 'VERB', 'PRON', 'ADJ', 'ADV', 'NOUN']"
373,"['incertitude', 'prolonger', 'chômage', 'conflit', 'géopolitique', 'privation', 'liberté', 'repli', 'national', 'décontraction', 'le', 'europe']","['NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'DET', 'PROPN']"
374,"['désordre', 'économique']","['VERB', 'ADJ']"
375,"['83', 'forme', 'olympique', 'grand', 'randonneur', 'coureur', 'veuf', 'seul', 'vouloir', 'peser', 'proche', 'donc', 'fai', 'course', 'vai', 'pharmaci', 'prépare', 'reper']","['NUM', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB']"
376,"['manqu', 'liberté']","['ADJ', 'NOUN']"
377,"['comment', 'protéger', 'masquer', 'monde', 'tester', 'monde', 'comment', 'trouver', 'suffisamment', 'matériel', 'masque', 'blouse', 'etc.', 'personnel', 'hospitalier', 'comment', 'aller', 'nous', 'vivre', 'suite']","['ADV', 'VERB', 'VERB', 'PROPN', 'VERB', 'PROPN', 'ADV', 'VERB', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'ADV', 'VERB', 'PRON', 'VERB', 'NOUN']"
378,"['inquiétude', 'socio', 'economiqu', 'enfant', 'petit-enfant', 'société']","['NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN']"
379,"['ne', 'pouvoir', 'aller', 'vacance', 'petit', 'enfant', 'je', 'avoir', 'louer', 'maison']","['ADV', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'AUX', 'VERB', 'NOUN']"
380,"['le', 'avenir', 'enfant', 'petit', 'enfant', 'crise', 'planetair', 'économique', 'politique', 'social', 'majeur', 'aller', 'advenir', 'rassure', 'penser', 'que', 'il', 'vaccin', 'et', '/', 'ou', 'traitement', 'efficace', '....']","['DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'VERB', 'VERB', 'VERB', 'SCONJ', 'PRON', 'VERB', 'CCONJ', 'SYM', 'CCONJ', 'NOUN', 'ADJ', 'PUNCT']"
381,"['pas', 'remède', 'horizon', 'très', 'grave', 'crise', 'social', 'partout', 'monde', 'altération', 'profond', 'relation', 'inter', 'humain', 'disparition', 'préoccupation', 'majeur', 'climatique']","['ADV', 'ADJ', 'PROPN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']"
382,"['le', 'peur', 'de', 'être', 'contaminer', 'contaminer', 'autre', 'petit', 'enfant']","['DET', 'NOUN', 'ADP', 'AUX', 'VERB', 'VERB', 'ADJ', 'ADJ', 'NOUN']"
383,"['aucun', 'prend', 'précaution']","['DET', 'NOUN', 'NOUN']"
384,"['équilibre', 'couple', 'solitude', 'personne', 'seul', 'perte', 'travail']","['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN']"
385,"['pas', '..']","['ADV', 'PUNCT']"
386,"['être', 'gravement', 'malade', 'rire']","['AUX', 'ADV', 'ADJ', 'VERB']"
387,"['catastrophe', 'économique', 'aller', 'générer', 'failliter', 'chômage']","['NOUN', 'ADJ', 'VERB', 'VERB', 'VERB', 'VERB']"
388,"['perdre', 'je', 'aime']","['VERB', 'PRON', 'VERB']"
389,"['risque', 'fort', 'reprendre', 'pandémie', 'après', 'déconfinement', 'augmentation', 'risque', 'contagion', 'personne', 'âgé']","['VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'ADV', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ']"
390,"['que', 'un', 'traitement', 'trouver', 'afin', 'permettre', 'citoyen', 'travailler', 'normalement']","['SCONJ', 'DET', 'NOUN', 'VERB', 'ADV', 'VERB', 'ADJ', 'VERB', 'ADV']"
391,"['maladie', 'proche', 'mort', 'avoir', 'le', 'hôpital', 'seul', '..', 'chomage', 'fille', 'proche']","['NOUN', 'ADJ', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADJ']"
392,"['le', 'dangerosité', 'virus', 'le', 'difficulté', 'fabriquer', 'tests', 'fiable', 'vaccin', 'pas', 'traitement', 'efficace', 'le', 'conséquence', 'économique', 'majeur']","['DET', 'NOUN', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADJ', 'ADJ']"
393,"['ce', 'commence', 'appeler', 'syndrome', 'glissement', '.....']","['DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'PUNCT']"
394,"['le', 'virus', 'inconnu', 'jusqu', 'présent', 'que', 'il', 'semble', 'muter', 'très', 'grand', 'difficulter', 'trouver', 'vaccin', 'persistance', 'cer', 'pays', 'risque', 'de', 'un', 'déploiement', 'persister', 'monde', 'entier']","['DET', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'SCONJ', 'PRON', 'VERB', 'VERB', 'ADV', 'ADJ', 'VERB', 'VERB', 'NOUN', 'NOUN', 'VERB', 'VERB', 'VERB', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ']"
395,"['hospitalisation', 'réanimation', '........', 'décès']","['NOUN', 'NOUN', 'PUNCT', 'NOUN']"
