Id;Caption
1115;"Virus inconnu
 Les chercheurs ont besoin de temps.
 Si on se réfère au choléra de 1832, devrons nous attendre jusqu'à février prochain pour voir une issue ?
 Questions sans réponses ."
1116;mourir
1117;Les conséquences  inconnues du virus
1118;ce qui m'inquiète est le comportement assez irresponsable de personnes ne respectant pas les consignes. pas de masque, distanciations pas respectées.Par beau temps on voit des familles avec enfants qui semblent oublier qu'elles se mettent en danger et sont un danger pour les autres.
1119;Mes inquiétudes sont plus d'ordre social que sanitaire. Je suis inquiète pour les résidents des Ehpad et leurs familles, pour l'épuisement du personnel soignant, pour les effets politiques et sociaux de la gestion de la crise par nos autorités, pour les atteintes à nos libertés et à celle des médecins libéraux pour soigner.
1120;pas d'inquiétude tout en étant consciente du danger
1121;Qu'après le de confinement la pandémie s'accentue
1123;La maladie en elle-même  et le handicap qui peut en découler
1124;Que les gens ne soient pas raisonnables sur les gestes barrières  et contaminent les gens de façon inconsciente .
1125;"Dissémination
 Économie
 Faillites en série."
1126;Decisions mal adaptées conduisant à une prolification des cas
1127;mon inquiétude : ne pas avoir le droit de sortir de mon Ehpad le 11 Mai (residence Branda  55 rue Branda à  29200  Brest :e  je commence à saturer et a ne plus supporter cet emfermement j'ai des courses urgente à faire
1128;Problèmes sociaux
1129;Pour les enfants et petits enfants (Economie) après le confinement
1130;"L'inconnu 
 Donner peine et soucis à ma fille"
1131;Mes inquiétudes concernent trop d'incertitude sur ce virus, et trop d'informations contradictoires
1132;"Etant donné mon âge, je serai sûrement une charge, sans espoir de guérison. Je ne veux donc pas surcharger les lieux d'accueil hospitaliers et mon entourage.
 Aussi, ma fille qui m'accompagne est elle-même fragilisée par une autre pathologie. Je me dois donc la respecter en étant très respectueuse du confinement."
1133;L'indiscipline dans les banlieues difficiles
1134;La manière dont se déroulera le déconfinement
1135;Principalement  : 'personne' ne sait  , au  juste , où on en est . Il serait  utile (=puisqu'  on est confiné(e)s ! ! )  qu'  on puisse savoir  si  , dans  notre Quartier / notre Village , il  y a des 'cas', et combien :  cela  permettrait  un meilleur  optimisme  .. ou 1 confinement  plus attentif
1136;peur d'être contaminé
1138;Compte tenu de notre age, risque mortel ou important
1140;aucune
1141;"Dans l'immédiat, risque de non respect de la distanciation physique et de l'absence du port du masque dans l'espace public.
 Plus durablement, impossibilité d'une vie sociale normale (réunions, spectacles, visites...) dans la sérénité"
1143;"Pour ma santé et celle de mes proches
 Mes libertés  d'aller et venir où je le souhaite 
 l'économie de mon pays 
 l'affaiblissement  des capacités  de faire face  rapidement  et efficacement contre  une telle pandémie
 De notre dépendance  de pays tiers  ( mondialisation ) dans le domaine la santé  comme  celui de notre défense nationale"
1144;Pas d'inquiétude particulière pour moi
1145;aucune sauf incompétence de nos gouvernants
1146;récolter un virus qui traîne et me retrouver à l'hôpital puis au ......,
1147;L'inconscience des Français et leur non-respect des mesures barrière, le manque criant de masques et de tests, un risque de redémarrage de la pandémie avec le déconfinement, alors que les hôpitaux sont surchargés ( Covid, mais aussi rattrapage des maladies chroniques non soignées et opérations différées, tandis que le personnel de santé n'aura pas eu le temps de récupérer... Risque de sélection!
1149;"Au vu des informations diffusées sur les antennes,nombre de décès,saturation des hôpitaux et du personnel médical ,mon âge (77ans) ,hypertension et diabète ,
 comment serai-je pris en charge si je suis porteur du virus ?
 D'où mon souci ."
1150;La restriction des libertés individuelles
1152;le non respect du confinement des jeunes et moins jeunes
1153;L'impréparation et l'incurie dans la gestion de la crise, l'indiscipline et l'inconscience des français, l'incapacité des politiques de tous bords à se serrer les coudes face au danger sanitaire et socio-économique...
1154;Non contrôle des dérives de l'épidémie. Réduction de la mobilité
1155;Bien que prudente je ne suis pas à l'abri d'une contamination,cela dépend aussi des autres et de leur comportement.
1156;"Devoir vivre avec cette peur permanente pour nos proches et nous.
 
 Quelle image et quel avenir pour nos enfants et petits enfants ?"
1157;La reprise de l'épidémie en deuxième vague qui augmentera la fatigue des soignants
1158;Restrictions dans nos déplacements. Changements dans les habitudes de vie (masques, distanciations, etc)
1159;"Inquiétudes économiques  pour mes enfants et petits enfants 
 Dans ma famille personne n'est  FONCTIONNAIRE , 
 donc  grande angoisse pour leur avenir"
1162;que cela dure trop longtemps
1163;les suites de la réanimation.
1164;D'abord d'être contaminé et surtout de contaminer d'autre personne. Ensuite, la crainte c'est la sortie de la crise financière qui suivra le confinement, c'est tellement facile de ponctionner sur les pensions de retraite.
1165;Non respect des distances par les autres et abscence de protection (gants, masques)
1167;De perdre mes libertés !!! Du manque de civilité et respect de certains individus. Et globalement d'une augmentation de la pauvreté !
1168;Inquiétudes minimum pendant le confinement mais après ?
1169;Voir une augmentation des cas graves touchant des personnes jeunes, de moins de 50 ans.
1170;INSUFFISANCE DES MOYENS HOSPITALIER
1171;"Je n'ai pas d'inquiétude personnel, juste causer de la peine à mes proches en cas de maladie et de décès.
 Etre isoler totalement des personnes que j'aime"
1173;ON S'EN SORTIRA ? MAIS à QUEL PRIX ???
1174;Pour ma santé  et celle de mes proches
1175;Les contradictions entre les chercheurs et les politiques.Si on regarde la télévision,on ne sait plus qui croire,qui dit la vérité,qui ment......etc
1176;D'être seul
1177;"de me trouver à l'hôpital, isolé de la famille 
 de me retrouver diminué physiquement"
1180;Peur d'attraper le covid19 car je suis diabétique.
1182;"La peur d'être contaminée. L'isolement et la solitude. 
 L'envergure de la propagation. La crainte d'un autre virus dans quelque mois, années en raport avec le manque de respect des Humains envers la Planète et les autres."
1183;que ça s'éternise
1184;Peur d'attraper le virus et de le diffuser autour de moi et peur d'avoir des complications pour ma santé
1185;J'ai la chance de vivre dans une région 'verte', avec de l'espace, à deux et en forme. Je ne suis pas inquiète pour moi mais d'une manière générale pour nous tous. Je me suis mise à la diète des informations : deux journaux radio par jour et peu d'images. Parfois quelques débats pour enrichir la réflexion.
1187;l'incivilité des français qui ne  respectent pas les consignes
1188;"l'évolution de la pandémie 
 la capacité de nos systèmes de santé à y faire face en France, en Europe et aussi dans le monde.
 le retentissement sur notre système économique et les risques pour les plus pauvres
 notre capacité mondiale à changer les choses"
1189;Compte tenu de ma situation géographique,mes craintes vont plus pour mes proches,enfants,que pour moi.Craintes sanitaires et sociales.
1190;pas les problèmes de santé et de risques. Je suis beaucoup plus inquiète pour la situation économique et le chômage qui risque d'arriver. Je crains que beaucoup de gens perdent leurs petites entreprises, leurs emplois, leurs commerces et fassent revivre des situations de 1929...
1191;"Crainte d 'avoir à consulter pour une autre pathologie.
 
 L'après confinement verra une crise économique..... éventuellement suivie d'une grave crise sociale, la 3ième en 2 ans."
1193;Je redoute essentiellement la crise économique et ses répercussions sur la lutte contre le dérèglement climatique qui risque de passer au second plan, ainsi que ses répercussions sociales.
1194;Les décès dans l'isolement, la perte de repères des personnes isolées, la saturation et la mise en danger du système de soins, la crise économique et sa sortie
1195;Je redoute surtout la crise économique et ses répercussions sur la lutte contre le dérèglement climatique (qui risque de passer au second plan alors qu'on n'a que trop tardé) et ses répercussions sociales (accroissement des inégalités, chômage).
1196;Pas d'inquiétude particulière
1197;celle de ne pouvoir voir ma famille
1198;dans l'immédiat, cotanmination, à plus long terme conséquences économiques et retour à l'état d'avant sans avoir rien appris
1199;je me sens vulnérable et crains d'infecter moi-même d'autres personnes car je me sens mal équipée pour résister à l'infection . Lorsque je sors un peu comme conseillé, je croise beaucoup de personnes sans protection aucune. je souhaiterais avoir des masques adaptés et être testée pour savoir où j'en suis.
1200;Inquiétude de ne pas voir mes petites-filles (5) pendant les vacances d'été
1202;e fait je suis plus inquiète pour les autres!
1203;Mourir avec des souffrances ou rester très diminuée
1204;"ne pas savoir combien de temps on peut être porteur sain
 ne pas avoir de masques malgré les grandes promesses (nous sommes le2 mai)
 ne pas avoir de gel hydroalcoolique  (rupture au 2 mai)"
1205;L'avenir..l'économie
1206;"Handicap 
 Perte d'un être proche"
1207;la diffusion de la pandémie en raison d'attitudes ne respectant pas les règles sanitaires
1208;En réalité mes inquiétudes ne sont pas pour moi mais mes proches enfants plus jeunes et le pays  avec les problèmes d'économie qui seront terribles
1210;Tout simplement d'être contaminé
1211;Attraper le coronavirus et souffrir
1213;Agitations sociales redoutables en sortie de crise sanitaire compte tenu des conséquences économiques et financières conjuguées à l'instabilité politique
