;lemmas;pos
371;['maladie', 'recul', 'économique', 'sévère'];['NOUN', 'ADJ', 'ADJ', 'ADJ']
372;['maîtrise', 'rien', 'frappe', 'quasiment', 'hasard'];['VERB', 'PRON', 'VERB', 'ADV', 'NOUN']
373;['incertitude', 'prolonger', 'chômage', 'conflit', 'géopolitique', 'privation', 'liberté', 'repli', 'national', 'décontraction', 'europe'];['NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'PROPN']
374;['désordre', 'économique'];['NOUN', 'ADJ']
375;['83', 'forme', 'olympique', 'grand', 'randonneur', 'coureur', 'veuf', 'seul', 'vouloir', 'peser', 'proche', 'faire', 'course', 'aller', 'pharmaci', 'prépare', 'repas'];['NUM', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'VERB', 'ADJ', 'VERB', 'NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN']
376;['manqu', 'liberté'];['ADJ', 'NOUN']
377;['protéger', 'masquer', 'monde', 'tester', 'monde', 'trouver', 'suffisamment', 'matériel', 'masque', 'blouse', 'etc.', 'personnel', 'hospitalier', 'aller', 'vivre', 'suite'];['VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADV', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN']
378;['inquiétude', 'socio', 'economiqu', 'enfant', 'petits-enfant', 'société'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN']
379;['pouvoir', 'aller', 'vacance', 'petit', 'enfant', 'louer', 'maison'];['VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN']
380;['avenir', 'enfant', 'petit', 'enfant', 'crise', 'planetair', 'économique', 'politique', 'social', 'majeur', 'aller', 'advenir', 'rassure', 'penser', 'vaccin', 'traitement', 'efficace', '....'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'VERB', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'PUNCT']
381;['remèder', 'horizon', 'grave', 'crise', 'social', 'partout', 'monde', 'altération', 'profond', 'relation', 'inter', 'humain', 'disparition', 'préoccupation', 'majeur', 'climatique'];['VERB', 'PROPN', 'ADJ', 'NOUN', 'ADJ', 'ADV', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']
382;['peur', 'contaminé', 'contaminer', 'petit', 'enfant'];['NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN']
383;['aucun', 'prendre', 'précaution'];['DET', 'VERB', 'NOUN']
384;['équilibre', 'couple', 'solitude', 'personne', 'seul', 'perte', 'travail'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
385;['..'];['PUNCT']
386;['gravement', 'malade', 'rire'];['ADV', 'ADJ', 'VERB']
387;['catastrophe', 'économique', 'aller', 'générer', 'faillite', 'chômage'];['NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'NOUN']
388;['perdre', 'aime'];['VERB', 'VERB']
389;['risque', 'fort', 'reprendre', 'pandémie', 'après', 'déconfinement', 'augmentation', 'risque', 'contagion', 'personne', 'âgé'];['VERB', 'ADV', 'VERB', 'NOUN', 'ADP', 'ADV', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ']
390;['traitement', 'trouver', 'afin', 'permettre', 'citoyen', 'travailler', 'normalement'];['NOUN', 'VERB', 'ADV', 'VERB', 'NOUN', 'VERB', 'ADV']
391;['maladie', 'proche', 'mort', 'hôpital', 'seul', '..', 'chomage', 'fille', 'proche'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'NOUN', 'ADJ']
392;['dangerosité', 'virus', 'difficulté', 'fabriquer', 'test', 'fiable', 'vaccin', 'traitement', 'efficace', 'conséquence', 'économique', 'majeur'];['NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ']
393;['commencer', 'appeler', 'syndrome', 'glissement', '.....'];['VERB', 'VERB', 'NOUN', 'ADJ', 'PUNCT']
394;['virus', 'inconnu', 'jusqu', 'présent', 'semble', 'muter', 'grand', 'difficulté', 'trouver', 'vaccin', 'persistance', 'cas', 'pays', 'risque', 'déploiement', 'persistant', 'mond', 'entier'];['NOUN', 'ADJ', 'ADP', 'ADJ', 'VERB', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADJ']
395;['hospitalisation', 'réanimation', '........', 'décès'];['NOUN', 'NOUN', 'PUNCT', 'NOUN']
396;['fort', 'bouleversement', 'économique', 'social', 'événement', 'historique', 'dont', 'guère', 'estimer', 'effet', 'avenir'];['ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'PRON', 'ADV', 'VERB', 'NOUN', 'NOUN']
397;['principalement', 'lenteur', 'reprendre', 'économique'];['ADV', 'VERB', 'VERB', 'ADJ']
398;['mort', 'particulièrement', 'difficile', 'aggravation', 'pauvreté', 'climat', 'social', 'délétère', 'crise', 'économique', 'exacerber', 'conséquence', 'politique', 'inégalitaire'];['NOUN', 'ADV', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'ADJ']
399;"[""n'"", 'inquiétude', 'modérer', 'compte', 'tenir', 'cas', 'grave', 'minorité']";['ADV', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN']
400;['voir', 'proche', 'infecter', 'mourir', 'voir', 'famille'];['VERB', 'ADJ', 'VERB', 'VERB', 'VERB', 'NOUN']
401;['plan', 'personnel', 'contaminée', 'contaminer', 'mari', 'risque', 'risquer', 'mourir', 'revoir', 'enfant', 'devoir', 'vivre', 'pendant', 'temps', 'indéterminé', 'distance', 'physique', '-et', 'particulièrement', 'famille-', 'mesure', 'barrière', 'hygiène', 'contraignant', 'perturbante', 'toc', 'chez', 'mari', 'long', 'perdre', 'progressivement', 'lien', 'social', 'malgré', 'possibilité', 'offrir', 'technologie', 'perdre', 'gout', 'vivre', 'dégradation', 'physique', 'psychique', 'entraîner', 'confinement', 'manqu', 'air', 'exercice', 'plus', 'largement', 'plus', 'important', 'beaucoup', 'inquiétude', 'enfant', 'petit', 'enfant', 'santé', 'physique', 'psychique', 'éducation', 'avenir', 'professionnel', 'inquiétud', 'avenir', 'vie', 'terre', 'franc', 'monde', 'sentiment', 'vivons', 'période', 'choix', 'crucial', 'apporte', 'beaucoup', 'souffrance', 'beaucoup', 'gens', 'risque', 'violence', 'guerre', 'famine', 'plus', 'pandémie', 'entre', 'meilleur', 'possible', 'pire', 'probable', 'continuer'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'VERB', 'NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADV', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'ADV', 'ADV', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'AUX', 'ADV', 'NOUN', 'ADJ', 'VERB', 'ADV', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'ADP', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'VERB']
402;['inquiétude', 'personnel', 'environnement', 'social', 'amical', 'géographique', 'privilégier', 'contre', 'terriblement', 'choquer', 'voir', 'difficulté', 'rencontrer', 'nombreux', 'habitant', 'pays', 'faim', 'sembler', 'époque', 'injustic', 'habitat', 'accès', 'moyen', 'communication', 'enseignement', 'enfant', '....', 'soin', 'catastrophique', 'epad', 'malgré', 'dévouement', 'soignant', 'montant', 'élevé', 'frais', 'personne', 'accueillir', 'renvoyer', 'image', 'douloureux', 'société', 'dont', 'plus', 'directement', 'complice'];['NOUN', 'ADJ', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADP', 'ADV', 'VERB', 'VERB', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'ADV', 'ADV', 'ADJ']
403;['faire', 'face', 'ephad', 'soin', 'nécessaire', 'personne', 'atteindre', 'corona', 'explosion', 'licenciement', 'entreprendre', 'faillite', 'artisan', 'commerçant', 'accroissement', 'inégalité', 'retour', 'vieux', 'habitude'];['VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN']
404;['maladie', 'proche', 'temps', 'nécessaire', 'atteindre', 'immunité', 'conséquence', 'socio', 'économique', 'propre', 'mort'];['NOUN', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN']
405;['solitude', 'imposer', 'conjoint', 'cas', 'hospitalisation', 'nature', 'soin', 'hospitalier'];['NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ']
406;['atteinte', 'proche', 'conséquence', 'économique', 'sociétal', 'pandémie'];['NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN']
407;['vaccin', 'obligatoire', 'vouloir', 'rester', 'libre', 'choisir'];['NOUN', 'ADJ', 'VERB', 'VERB', 'ADJ', 'VERB']
408;"[""l'"", 'attrapper']";['PRON', 'VERB']
409;['aucun'];['DET']
410;['88', 'an', 'santé', 'désoler', 'partir'];['NUM', 'NOUN', 'NOUN', 'VERB', 'VERB']
411;['manqu', 'crier', 'ds', 'établissement', 'personne', 'âgé', 'poste', 'personne', 'venir', 'conseiller', 'échanger', 'aider', 'chercher', 'chaîne', 'tv', 'installer', 'installer', 'wifi', 'ds', 'chambre', 'ordinateur', 'personnel', 'faire', 'petit', 'course', 'bavarder', 'expliquer', 'info', 'émission', 'mal', 'entendre', 'aider', 'téléphoner', 'proche', 'établir', 'connexion', 'internet', 'etc.', 'chambre', 'plus', 'grand', 'obligatoirement', 'petit', 'balcon'];['ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADP', 'VERB', 'VERB', 'PROPN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'VERB', 'VERB', 'PROPN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'ADV', 'ADJ', 'ADV', 'ADJ', 'NOUN']
412;['bêtise', 'inconscience', 'personne', 'violence', 'bref', 'changement', 'possible', 'société', 'famine', 'monde', 'reprendre', 'réchauffement', 'climatique', 'second', 'plan', 'chômag'];['NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ']
413;['enfant', 'retour', 'travail', 'transport', 'petit', 'enfant', 'retour', 'école', 'choix', 'école', 'plus', 'grand', 'vacance', 'vie', 'société', 'revoie', 'ami', 'reprendre', 'cours'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN']
414;['manqu', 'connaissance', 'épidémie', 'absence', 'traitement', 'vaccin', 'déni', 'réalité', 'chez', 'beaucoup', 'facteur', 'risque', 'représente', 'âge', 'santé', 'relâchement', 'comportement', 'prévention', 'geste', 'barrière', 'confinement', 'risque', 'rebond'];['ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADP', 'ADV', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN']
415;['contact', 'autrui'];['NOUN', 'VERB']
416;['peur', 'retrouver', 'mort', 'chez'];['NOUN', 'VERB', 'ADJ', 'ADP']
417;['contaminer', 'insouciant', 'inconscient'];['VERB', 'ADJ', 'ADJ']
418;['inquiétude', 'plan', 'économique', 'social', 'franc', 'monde'];['NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'PROPN']
419;['mesure', 'approprier', 'lutter', 'contre', 'pandémie', 'assurer', 'ensemble', 'population', 'obéir', 'consigne', 'protection', 'chacun', 'distanciation', 'masque', 'lavag', 'main', 'sortie', 'limité', 'etc.', 'reste', 'part', 'test', 'matériel', 'distribution', 'masque', 'attendre', 'long', 'semaine', 'voir', 'rien', 'venir', 'inquiétant'];['NOUN', 'VERB', 'VERB', 'ADP', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'PRON', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'PRON', 'VERB', 'ADJ']
420;['pouvoir', 'voyager', 'évader', 'devenir', 'idiot', 'manquer', 'choix', 'livre', 'action', 'laisser', 'aller', 'grossir', 'devenir', 'impotent'];['VERB', 'VERB', 'VERB', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'VERB', 'VERB', 'ADJ']
421;['attraper', 'virus', 'surprise'];['VERB', 'NOUN', 'NOUN']
422;"['covid', ""n'"", 'épargne', 'jeune']";['NOUN', 'ADV', 'ADV', 'ADJ']
423;['lá', 'faible', 'proportion', 'personne', 'immuniser'];['DET', 'ADJ', 'NOUN', 'NOUN', 'ADJ']
424;['nouveau', 'virus', 'connaître', 'virulent'];['ADJ', 'NOUN', 'VERB', 'ADJ']
425;"['etre', 'vie', 'pouvoir', 'faire', 'activité', 'choisir', 'manque', 'absolu', 'liberté', 'liberté', 'respirer', 'voir', 'gens', ""qu'"", 'aime', 'impression', 'plus', 'démocrati', 'lieu', 'unis', 'gens', 'venir', 'dire', 'contraire', 'critiquer', 'jour', 'moral', 'baisse']";['AUX', 'NOUN', 'VERB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'PRON', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'VERB', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN']
426;['bouleversement', 'existenc'];['NOUN', 'ADJ']
427;['virus', 'inconnu', 'dangereux', 'virulent', 'non', 'maîtris'];['NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'ADJ']
428;['conséquence', 'économique', 'conséquence', 'économique', 'mort', 'économique'];['NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
429;['devoir', 'hospitaliser'];['VERB', 'ADJ']
430;['virus', 'nouveau', 'maitrisabl'];['NOUN', 'ADJ', 'ADJ']
431;['après', 'corona', 'réel', 'changement', 'vie', 'objectif', 'financ', 'économie', 'hum', 'ain'];['ADP', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ']
432;['contacter', 'virus', 'devoir', 'hospitalisé', 'réanimation'];['VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN']
433;"['soudainement', 'brusque', 'rupture', 'universel', 'personnel', 'chacun', 'enfant', 'injonction', 'soudain', 'rester', 'chez', 'soi', 'temps', 'indéterminé', 'brutal', 'accroc', 'liberté', 'individuel', 'imaginer', 'fin', 'confinement', 'barbare', '-ce', ""qu'"", 'servir', 'enfin', 'comprendre', 'importance', 'climatique', 'écologique', 'politique', 'régler', 'économique', 'droit', 'humain', 'espérer']";['ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'PRON', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'PRON', 'ADV', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'VERB']
434;['chacun', 'sentir', 'responsable'];['PRON', 'VERB', 'ADJ']
435;['rebond', 'après', 'déconfinement'];['NOUN', 'ADP', 'ADV']
436;['rebond', 'déconfinement'];['NOUN', 'PUNCT']
437;['etant', 'ager', '72', 'an', 'chimiothérapie', 'prendre', 'minimum', 'risque', 'sortir', 'trés', 'inquiétude', 'plutôt', 'vers', 'futur', 'déconfination', 'difficutée', 'social', 'trouver', 'démunir'];['AUX', 'VERB', 'NUM', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADV', 'NOUN', 'ADV', 'ADP', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADJ']
438;['santé', 'ami', 'âgé', 'famille', 'personne', 'fragile', 'moi-même.hausse', 'certainement', 'important', 'prix', 'vie', 'quotidien', 'savoir', 'qd', 'reprendre', 'vie', 'social', 'important', 'aller', 'retomber', 'caniculaire', '....', 'embrasement', 'social', 'pouvoir', 'tenir', 'route', 'apres', 'confinement', 'combien', 'temps', 'falloir', 'rester', 'garder'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'PROPN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'ADV', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADV', 'NOUN', 'ADV', 'ADV', 'VERB', 'VERB', 'VERB']
439;['rebond', 'déconfinement'];['NOUN', 'PUNCT']
440;['greffée', 'fragile', 'rapport', 'virus', 'grave', 'danger', 'niveau', 'respiratoire', 'traitement', 'prise', 'charge'];['NOUN', 'ADJ', 'NOUN', 'PROPN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN']
441;['rester', 'confiner', 'longtemps'];['VERB', 'VERB', 'ADV']
442;['reprise', 'économique', 'monde.pour', 'jeune', 'emploi', 'aimer', 'réflexion', 'façon', 'vivre', 'changement', 'augmentation', 'pauvreté', 'société', 'tourment'];['NOUN', 'ADJ', 'DET', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
443;['savoir', 'rien', 'covid', '19', 'confinement', 'dur', 'famille', 'petit', 'appartement', 'enfant', 'télétravail', 'compliquer', 'inégal'];['VERB', 'PRON', 'NOUN', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADV']
444;['incertitude', 'traitement', 'avenir', 'proche', 'rester', 'éloignement', 'proche', 'éviter', 'contamination'];['NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN']
445;['risque', 'entrainer', 'après', 'distanciation', 'physique', 'distanciation', 'social', 'profond', 'pérenne', 'risque', 'avenir', 'europe', 'profite', 'crise', 'amorcer', 'europe', 'uni', 'solidaire'];['NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'PROPN', 'VERB', 'NOUN', 'VERB', 'PROPN', 'ADJ', 'ADJ']
446;"[""-l'"", 'inquiétude', 'groupe', 'âge', 'vulnérable', 'inquiétude', 'revoir', 'enfant', 'santé', 'détériore', 'gravement', 'inquiétude', 'preparer', 'suffisamment', 'souffrir', 'q', 'mourir', 'tombe', 'malade', 'précise', 'ide', 'puericultrice', 'cadr', 'infirmier']";['DET', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADV', 'NOUN', 'VERB', 'ADV', 'VERB', 'PRON', 'AUX', 'VERB', 'ADJ', 'VERB', 'DET', 'NOUN', 'ADJ', 'NOUN']
447;['santé', 'plus', 'fragile', 'connai', 'âge', 'maladie', 'conséquence', 'social', 'économique', 'particulier', 'plus', 'pauvre', 'pays', 'difficulté'];['NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN']
448;['ignorance', 'avouer', 'chercheur', 'traitement', 'appliquer'];['NOUN', 'VERB', 'ADJ', 'ADJ', 'VERB']
449;['bien', 'sûr', 'contracter', 'coronavirus', 'proche'];['ADV', 'ADJ', 'VERB', 'NOUN', 'ADJ']
450;['retour', 'moyen', 'âge'];['NOUN', 'ADJ', 'NOUN']
451;['inquiétude', 'femme', 'prendre', 'précaution', 'possible', 'économie', 'national', 'façon', 'dont', 'pouvoir', 'relever', 'après', 'crise', 'risque', 'durer', 'mois'];['NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'ADP', 'NOUN', 'VERB', 'VERB', 'NOUN']
452;['sens', 'vraiment', 'inquiet', 'santé', 'dis', 'attraper', 'virus', 'guérirai'];['NOUN', 'ADV', 'ADJ', 'NOUN', 'AUX', 'VERB', 'NOUN', 'NOUN']
453;['déconfinement'];['NOUN']
454;['inquiétude', 'ampleur', 'durer', 'épidémie', 'temps', 'conséquence', 'économique', 'social'];['NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ']
455;['croiser', 'personne', 'respecter', 'règle', 'précaution'];['VERB', 'NOUN', 'VERB', 'NOUN', 'NOUN']
456;['inquiétude', 'ampleur', 'durer', 'épidémie', 'ainsi', 'conséquence', 'économique', 'social'];['NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'ADJ']
457;['contagion', 'non', 'respect', 'confinement'];['NOUN', 'ADV', 'NOUN', 'ADJ']
458;['temps', 'nécessaire', 'trouver', 'vaccin'];['NOUN', 'ADJ', 'VERB', 'NOUN']
459;['crise', 'exploiter', 'delà', 'représente', 'réellement'];['NOUN', 'VERB', 'ADV', 'VERB', 'ADV']
460;['facture', '....', 'mimmiard'];['NOUN', 'PUNCT', 'NOUN']
461;['épouse', 'contaminer', 'pendant', 'période', 'fièvre', 'mal', 'tête', 'grand', 'fatigue', 'perte', 'odorat', 'inquiet', 'risquer', 'hospitaliser', 'séparer', 'heureusement', 'oer', 'cas'];['NOUN', 'ADJ', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'VERB', 'ADV', 'VERB', 'NOUN']
462;['contamination', 'familial', 'épouse', 'rémission', 'cancer', 'sein', 'déclarer', 'an'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB']
463;['inconnu', 'incertitude', 'navigue', 'brouillard'];['ADJ', 'NOUN', 'VERB', 'NOUN']
464;['contagion', 'séparation', 'proche'];['NOUN', 'NOUN', 'ADJ']
465;['peur', 'mourir', 'seul'];['NOUN', 'VERB', 'ADJ']
466;['avenir', 'jeune', 'isolement', 'rupture', 'lien', 'entre', 'personne', 'groupe'];['NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADP', 'NOUN', 'NOUN']
467;['pouvoir', 'aller', 'maison', 'secondaire', 'he', 'rencontrer', 'famille', 'pouvoir', 'aller', 'cours', 'artistique'];['VERB', 'VERB', 'NOUN', 'ADJ', 'PRON', 'VERB', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ']
468;['outre', 'risque', 'sanitaire', 'crise', 'conséquence', 'important', 'niveau', 'social', 'économique'];['ADP', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ']
469;['contaminée', 'contagieux', 'savoir'];['NOUN', 'ADJ', 'VERB']
470;['attraper', 'virus', 'récession', 'économique', 'après', 'mise', 'rancart', 'question', 'écologique'];['VERB', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
471;"[""l'"", 'attraper', 'puis', 'mettre', 'côté', 'cause', 'âge', 'mourir', 'seul', 'souffrance']";['PRON', 'VERB', 'CCONJ', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN']
472;['inquiet', 'surtout', 'indiscipline', 'certains', 'lors', 'déconfinemer'];['ADJ', 'ADV', 'NOUN', 'PRON', 'ADV', 'VERB']
473;['contamination', 'enfant', 'petit', 'enfant'];['NOUN', 'ADJ', 'ADJ', 'NOUN']
474;['déconfinement'];['PUNCT']
475;['trouver', 'traitement', 'vaccin', 'merci', 'chinois', 'masque', 'médicament', 'manqu', 'transparence', 'part', '...........'];['VERB', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADP']
476;['difficulté', 'lier', 'information', 'circuler', 'vrai', 'faux', 'surtout', 'manquement', 'gouvernement', 'lier', 'masque', 'test'];['NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'ADV', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN']
477;['suite', 'deconfinement', 'excè', 'confiance', 'barrière', 'respect', 'distance', 'masque', 'lavag', 'mains', 'vite', 'oublier'];['NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'ADV', 'VERB']
478;['mort', 'physique', 'économique', 'beaucoup', 'gens', 'vie', 'triste', 'adolescent'];['NOUN', 'ADJ', 'ADJ', 'ADV', 'VERB', 'NOUN', 'ADJ', 'NOUN']
